cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,dados_cbo
83097063000135,CLINILAB ANALISES CLINICAS S/S,LABORATORIO HOSPITAL SANTA CATARINA,RUA,,301,GARCIA,BLUMENAU,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83139758000213,LABORATORIO DE ANALISES CLINICAS FLOR LTDA,LABORATORIO DE ANALISES CLINICAS FLOR,AVENIDA SETE DE SETEMBRO - ATÉ 599 - LAD,,Nº 1000,CENTRO,ITAJAÍ,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83145771000102,LABORATORIO DE ANALISES CLINICAS DR. WILLY CARLOS JUNG LTDA,LAB DE ANALISES CLINICAS DR. WILLY CARLOS JUNG,R PRUDENTE DE MORAIS                    ,,N. 130,CENTRO              ,PORTO UNIAO,SC,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83159798000146,POLICLINICA COQUEIROS EIRELI,POLIMED COQUEIROS,RUA IDALINA PEREIRA DOS SANTOS,,67 - SALA 805,AGRONÔMICA,FLORIANÓPOLIS,SC,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225105"": {""profissao"": ""Médico"", ""especialidades"": [""acupunturista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225220"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião do aparelho digestivo""]}, ""225230"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião pediátrico""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
83161224000102,PROLL-MED LABORATORIO DE ANALISES CLINICAS LTDA,PROLL-MED LABORATORIO,RUA,,TÉRREO,CENTRO,JOINVILLE,SC,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83179473000125,CLINICA DE ORTOPEDIA E TRAUMATOLOGIA LTDA.,CLINICA DE ORTOPEDIA E TRAUMATOLOGIA,Rua Rio do Sul                          ,,N. 91,Bucarein            ,JOINVILLE,SC,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}}"
83248849000106,LABORATORIO LAVOISIER PASTEUR LTDA,LABORATORIO PASTEUR,RUA,,353,CENTRO,CRICIUMA,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83250019000113,LABORATORIO BIOCLINICO SANTA CATARINA LTDA,LABORATORIO BIOCLINICO SANTA CATARINA,RUA PADRE BERNARDO FREUSER ,,286,CENTRO,TUBARÃO,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83258764000109,POLICLINICA SANTA CATARINA LTDA,POLICLINICA SANTA CATARINA,RUA,,435,ESTREITO,FLORIANOPOLIS,SC,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225105"": {""profissao"": ""Médico"", ""especialidades"": [""acupunturista""]}, ""225110"": {""profissao"": ""Médico"", ""especialidades"": [""alergista e imunologista""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
83279497000156,INSTITUTO DE DIAGNOSTICO ANATOMO PATOLOGICO LTDA,INSTITUTO DE DIAGN ANATOMO PATOLOGICO,RUA,,376 ANEXO AO HOSPITAL DE CARIDADE,CENTRO,FLORIANÓPOLIS,SC,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83283671000134,LABORATORIO S. G. EIRELI,LABORATORIO SAO GERONIMO,R ARACY VAZ CALLADO                     ,,N. 534,ESTREITO            ,FLORIANOPOLIS,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83283671000568,LABORATORIO S. G. EIRELI,LABORATORIO SAO GERONIMO,AV PREF OSMAR CUNHA,,N 344 - EDIFICIO PRIME TOWER LOJA TERREA,CENTRO,FLORIANÓPOLIS,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83413609000110,LABORATORIO CLINICO PATOLOGICO MARTINS LTDA,LABORATORIO BECKER,RUA,,482,CENTRO,CAMPOS NOVOS,SC,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83466037000137,CENTRO CATARINENSE DE CARDIOLOGIA LTDA,CENTROCOR,AVENIDA,,486,CENTRO,FLORIANÓPOLIS,SC,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}}"
83472472000174,UROCLINICA - CLINICA UROLOGICA LTDA.,UROCLINICA,R MEN DEUS,,S/N ANEXO HOSPITAL CARIDADE,CENTRO,FLORIANÓPOLIS,SC,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}}"
83474395000191,PATOGENE MEDICINA DIAGNOSTICA LTDA,PATOGENE PATOLOGIA DIAGNOSTICA,RUA JOÃO CECHINEL ,,"352 - SALAS 02, 03, 301, 302 E 303",PIO CORRÊA,CRICIÚMA,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83489070000182,LABORATORIO JARAGUAENSE DE ANALISES CLINICAS LTDA,LABORATORIO JARAGUAENSE DE ANALISES CLINICAS,R DOUTOR WALDEMIRO MAZURECHEN,,N. 67,CENTRO,JARAGUA DO SUL,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83620153000169,LABORATORIO SANTA CATARINA SS LTDA,LABORATORIO SANTA CATARINA,R MAL DEODORO - LADO ÍMPAR,,413  SALA 11,CENTRO,SÃO BENTO DO SUL,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83799874000188,LABCENTER LABORATORIO DE ANALISES CLINICAS S/C,LABCENTER LABORATORIO DE AN CLINICAS,AVENIDA,,2000,CENTRO,TRÊS BARRAS,SC,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83799874000269,LABCENTER LABORATORIO DE ANALISES CLINICAS S/C,LABCENTER LABORATORIO DE ANALISES CLINICAS,RUA,,353,CENTRO,CANOINHAS,SC,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
83805002000185,GASTROCLINICA FLORIANOPOLIS LTDA,GASTROCLINICA FLORIANOPOLIS,RUA MENINO DEUS ,,63 SALAS 308 309 310,CENTRO,FLORIANÓPOLIS,SC,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225151"": {""profissao"": ""Médico"", ""especialidades"": [""anestesiologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
83813626000144,ANGIOCLINICA SOCIEDADE SIMPLES,ANGIOCLINICA,AV PREF OSMAR CUNHA,,183 BLOCO C SALA 202,CENTRO,FLORIANÓPOLIS,SC,"{""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}}"
83813626000225,ANGIOCLINICA SOCIEDADE LTDA,ANGIOCLINICA SOCIEDADE LTDA,RUA ELIZEU DI BERNARDI ,,Nº 34 - SALA 410,CAMPINAS,SÃO JOSÉ,SC,
83850164000135,MED-NUCLEAR - CLINICA DE MEDICINA NUCLEAR SAO SEBASTIAO LTDA,MED NUCLEAR,RUA LUIZ DELFINO ,,86,CENTRO,FLORIANÓPOLIS,SC,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225315"": {""profissao"": ""Médico"", ""especialidades"": [""medicina nuclear""]}}"
83852624000164,CLINICA DE NEFROLOGIA LTDA,CLINICA DE NEFROLOGIA,R VITAL BRASIL                          ,,S/N.,CRUZEIRO DO SUL     ,CRICIUMA,SC,"{""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}}"
83893438000173,LABORATORIO DE ANALISES CLINICAS MALHADO FILHO LTDA,LAB.DE ANAL.CLINICA NOSSA SENHORA DE FATIMA SS LTDA,RUA,,,CENTRO,FLORIANÓPOLIS,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
84294487000152,SERVICOS MEDICOS CLINICA SAO LUCAS LTDA,SERVICOS MEDICOS CLINICA SAO LUCAS,R LAURO MULLER                          ,,N. 110,CENTRO              ,ITAJAI,SC,"{""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
84934736000127,LABORATORIO DE ANALISES CLINICAS DR. CELIO RAMOS LTDA.,LABORATORIO DE ANALISES CLINICAS DR. CELIO RAMOS,RUA MARECHAL DEODORO - DE 379/380 A 561/,,,CENTRO,LAGES,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
85114767000102,CLINICA ONCOLOGICA LUIZ ALBERTO SILVEIRA LTDA,ONCOLOGIA CLINICA FLORIANOPOLIS,RUA DOM JOAQUIM ,,Nº 885 ANDAR 4,CENTRO,FLORIANÓPOLIS,SC,"{""223208"": {""profissao"": ""Cirurgião"", ""especialidades"": [""dentista - clínico geral""]}, ""225121"": {""profissao"": ""Médico"", ""especialidades"": [""oncologista clínico""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225215"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião de cabeça e pescoço""]}}"
85115673000140,DIAGMED EXAMES DIAGNOSTICOS MEDICOS POR IMAGENS LTDA,DIAGMED EXAMES DIAG MEDICOS POR IMAGENS,RUA BENJAMIN CONSTANT - ATÉ 433/434,,250,CENTRO,LAGES,SC,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
85209450000141,CLINICA GAMA DECA LTDA,CLINICA GAMA D ECA,RUA DOM JAIME CÂMARA ,,77 SALA 501,CENTRO,FLORIANÓPOLIS,SC,"{""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}}"
85220515000150,CLINICA DERMATOLOGICA ROBERTO M. AMORIM LTDA,CLINIPELE,AVENIDA,,404 TORRE II SALA  1301,CENTRO,FLORIANOPOLIS,SC,"{""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}}"
85223741000194,CLINICA ORTOPEDICA RADIOLOGICA SILVA VICTORIA LTDA,CLINICA ORTOPEDICA RADIOL SILVA VICTORIA,RUA,,277,CENTRO,BIGUAÇU,SC,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
85277150000108,LABORATORIO DE ANALISES CLINICAS SANTA CLARA LTDA,LABORATORIO DE ANALISES CL SANTA CLARA,RUA,,265,CENTRO,TUBARAO,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
85357523000142,ECO RADIOLOGIA SANTA MARIA LTDA,DIGIMAX MEDICINA DIAGNOSTICA,R OSWALDO CRUZ,,,CENTRO,VIDEIRA,SC,
85385979000116,GERON CLINICA MEDICA S/S,GERON CLINICA MEDICA SS,RUA ARACI VAZ CALLADO - ATÉ 1560/1561,,Nº 762,CANTO,FLORIANÓPOLIS,SC,"{""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
85411114000187,CEDIF - CENTRO DE DIAGNOSTICOS POR IMAGEM FLORIANOPOLIS LIMITADA,ULTRAMED,RUA,,643,CENTRO,FLORIANOPOLIS,SC,"{""225140"": {""profissao"": ""Médico"", ""especialidades"": [""do trabalho""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
86708609000135,DIGEM DIAGNOSTICO POR IMAGEM LTDA,DIGEM DIAGNOSTICO POR IMAGEM,"RUA CAETANO SILVEIRA DE MATTOS, 2631",,,CENTRO,PALHOÇA,SC,
86897113000580,FUNCACAO DE APOIO AO HEMOSC/CEPON,CONTRATO DE GESTÃO HEMOSC,AVENIDA,,,CENTRO,FLORIANÓPOLIS,SC,
90169061000846,CLINICA RADIOLOGICA DA CIDADE DE PASSO FUNDO LTDA,KOZMA DIAGNOSTICO POR IMAGEM,RUA,,TÉRREO,DOS PIONEIROS,BALNEÁRIO CAMBORIÚ,SC,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
95806667000192,UNITRAUMA - CLINICA DE ORTOPEDIA E TRAUMATOLOGIA LTDA,UNITRAUMA,R CRISTÓVÃO N PIRES,,110 SALA 1102,CENTRO,FLORIANÓPOLIS,SC,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225295"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião da mão""]}}"
95815247000172,HAPPY BIRTHDAY CLINICA OBSTETRICA GINECOLOGICA E DE ULTRA-SONOGRAFIA S,HAPPY BIRTHDAY CL OBS GIN E DE ULTRA SON,AVENIDA,,1232,CENTRO,FLORIANOPOLIS,SC,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}}"
95845178000140,PESQUISA LABORATORIO DE ANALISES CLINICAS LTDA,PESQUISA LABORATORIO DE ANAL CLINICAS,RUA,,600 SALAS 01 E 02,CENTRO,BALNEARIO CAMBORIU,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
95846689000186,CRUZ E FRANCA DIAGNOSTICOS POR IMAGEM LTDA,A R ULTRA-SONOGRAFIA,RUA,,885  SALA 201,CENTRO,FLORIANOPOLIS,SC,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
95857900000166,BIOHORMOCENTRO CENTRO DOSAGENS HORMONAIS E BIOQUIM LTDA,BIOHORMOCENTRO CENTRO DE  DOS HOR E BIOQ,RUA,,905,CENTRO,LAGES,SC,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
95862744000121,CINEANGIO - CENTRO DE CARDIOLOGIA INVASIVA LTDA,CINEANGIO - CENTRO DE CARDIOLOGIA INVASIVA LTDA,RUA MENINO DEUS                         ,,376 ANDAR 2 DO HOSP DE CARIDADE,CENTRO              ,FLORIANÓPOLIS,SC,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}}"
95879359000197,CENTRO DE ENDOSCOPIA DIGESTIVA E GASTROENTEROLOGIA S/S,ENDOGASTRO,RUA MENINO DEUS                         ,,"Nº 63, 5 ANDAR 506",CENTRO              ,FLORIANOPOLIS,SC,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
95988176000100,INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA SAO MIGUEL LTDA,IOT SAO MIGUEL,TV WALDEMAR ROCHA                       ,,N.  109 SL. 09,CENTRO              ,SAO MIGUEL D OESTE,SC,"{""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
140572000176,LEA & UBIRAJARA MEDICINA OCULAR S/S,MEDICINA OCULAR,PRACA,,,SAO JOSE,ARACAJU,SE,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
345936000154,CLINICA DE OLHOS SANTA LUZIA LTDA,CLINICA DE OLHOS SANTA LUZIA LTDA,AV ANÍZIO AZEVEDO - DE 2 AO FIM - LADO P,,NR 675 TERREO,S FILHO,ARACAJU,SE,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
442878000187,INSTITUTO DE OLHOS DE SERGIPE LTDA,HOSPITAL OCULAR,RUA RIACHUELO                           ,,873,SAO JOSE            ,ARACAJU,SE,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
482722568,ULISSES TRAVASSOS PRADO,ULISSES TRAVASSOS PRADO,"DOM JOSÉ THOMAZ, 45",,,SÃO JOSÉ,ARACAJU,SE,"{""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}}"
495095000161,LABOSAT - LABORATORIO DE ANALISE CLINICA SANTA RITA LTDA,LABOSAT,RUA DR.LAUDELINO FREIRE,,N 31,CENTRO,LAGARTO,SE,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
564398000199,INSTITUTO SAN GIOVANNI LTDA,SAN GIOVANNI ONCOLOGIA,"RUA GUILHERMINO REZENDE, 61             ",,,SÃO JOSE            ,ARACAJU,SE,"{""225105"": {""profissao"": ""Médico"", ""especialidades"": [""acupunturista""]}, ""225121"": {""profissao"": ""Médico"", ""especialidades"": [""oncologista clínico""]}}"
597743000190,CENTRO DE EXAMES E TERAPIA OCULAR LTDA,CENTRO DE EXAMES E TERAPIA OCULAR,AVENIDA,,N 2131 SALA 103,JARDINS,ARACAJU,SE,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
784885000167,CLIGO CLINICA GINECOLOGICA E OBSTETRICIA LTDA,CLIGO,PCA TOBIAS BARRETO,,510 SALA 805/809,SAO JOSE,ARACAJU,SE,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
946936000100,HOSPITAL DE OLHOS DO SANTO ANTONIO LTDA,HOSPITAL DE OLHOS DO SANTO ANTONIO,AV. SIMEAO SOBRAL                       ,,668,CENTRO              ,ARACAJU,SE,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
1490985000143,OFTALMOCLINICA DRA MARINA REIS LTDA,OFTALMOCLINICA DRA MARINA REIS,AVENIDA,,N 675  SALA 208,SALGADO FILHO,ARACAJU,SE,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
1565345000155,CESAP - CENTRO DE SAUDE APLICADA LTDA,CENTRO DE SAUDE APLICADA SC LTDA,RUA ZAQUEU BRANDÃO ,,214,SÃO JOSÉ,ARACAJU,SE,"{""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
1605662000310,CLINICA DE FONOAUDIOLOGIA MEDICINA E REABILITAÇÃO LTDA,CLINICA DE FONOAUDIOLOGIA MEDICINA E REABILITAÇÃO LTDA,AV,,233,LAUDELINO FREIRE,LAGARTO,SE,
1605662000581,CLINICA DE FONOAUDIOLOGIA MEDICINA E REABILITAÇÃO LTDA,CLINICA DE FONOAUDIOLOGIA,AV,,"HERMES FONES ,36",SUISSA,ARACAJU,SE,
1774953000170,FISIOPLAN CLINICA DE FISIOTERAPIA LTDA,FISIOPLAN,R,,,SAO JOSE,ARACAJU,SE,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
1863336419,PERICLES TEIXEIRA GOMES,PERICLES TEIXEIRA GOMES,AVENIDA,,SALA 811,JARDINS,ARACAJU,SE,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}}"
1890418000184,PROFISSIONAIS INTEGRADOS LTDA,PROFISSIONAIS INTEGRADOS,R,,,COROA DO MEIO,ARACAJU,SE,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
1992211000110,INTEGRAR CENTRO DE ATENDIMENTO LTDA,INTEGRAR,R Riachuelo                             ,,N. 975,S José              ,ARACAJU,SE,"{""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""223905"": {""profissao"": ""Terapeuta"", ""especialidades"": [""ocupacional""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
2030604000106,CLINICA NEUROPEDIATRICA SAO MATHEUS,CLINICA SAO MATHEUS,RUA NESTOR SAMPAIO                      ,,N 802 SALA 01,LUZIA               ,ARACAJU,SE,"{""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}}"
2033122000100,CAD CLINICA DO APARELHO DIGESTIVO LTDA,CAD CLINICA,AV. GONCALO PRADO ROLLEMBERG            ,,211 SALA 701,SAO JOSE            ,ARACAJU,SE,"{""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
2053731000120,ANTONIO AUGUSTO MACHADO TELES OTORRINOLARINGOLOGIA LTDA,ANTONIO AUGUSTO MACHADO TELES OTORRINOLARINGOLOGIA LTDA,AV.,,AV.GONÇALO PRADO ROLEMBERG,SÃO JOSE,ARACAJU,SE,
2202300000260,AMISE CLINICA E LABORATORIO LTDA,CLINICA AMISE,AV I                                    ,,N. 324,CJ JOAO ALVES FILHO ,NOSSA SENHORA DO SOC,SE,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
2289671000140,CENTRO MEDICO DE DERMATOLOGIA SONIA SANTANA LTDA,CLINICA DERMATOLOGICA,RUA DOUTOR MOACYR LEITE,,Nº 382,TREZE DE JULHO,ARACAJU,SE,"{""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}}"
2293786000108,TORRES CENTRO MEDICO LTDA,TORRES CENTRO MEDICO,AVENIDA DOUTOR ROOSEWELT DANTAS CARDOSO ,,Nº 211 - SALAS 508/509,CENTRO,ARACAJU,SE,"{""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
