cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,telefone,email,latitude,longitude,endereco_completo
41416978000116,ALENCAR E DANTAS SERVIÇOS MEDICO E ODONTOLOGIA LTDA,ALENCAR E DANTAS SERVIÇOS MEDICO E ODONTOLOGIA LTDA,PRAÇA JOAQUIM CALAZANS ,,228,CENTRO,ESTÂNCIA,SE,"79999686872, 79998288889","teresafatima1@hotmail.com, teresafatima1@hotmail.com",-11.27117,-37.43827,"PRAÇA JOAQUIM CALAZANS , CENTRO, ESTÂNCIA, SE, Brasil"
42506711000182,COMUNICAR BRINCALALA SAUDE INTEGRADA LTDA,COMUNICAR BRINCALALA SAUDE INTEGRADA EIRELI,RUA FREI PAULO - DE 265/266 AO FIM,,"808,LOJA B",SUÍÇA,ARACAJU,SE,"799 81258527, 793179-6846","credenciamento.brincalala@gmail.com, credenciamento.brincalala@gmail.com",-10.9219,-37.0633,"RUA FREI PAULO - DE 265/266 AO FIM, SUÍÇA, ARACAJU, SE, Brasil"
42885937000131,CENTRO INTEGRADO DE SAUDE LTDA,HUMANUS,RUA FRANCISCO GUMERCINDO BESSA ,,Nº 53,GRAGERU,ARACAJU,SE,"79999522541, 7930850722, 79999726313",,,,"RUA FRANCISCO GUMERCINDO BESSA , GRAGERU, ARACAJU, SE, Brasil"
43240476000102,N B SAUDE MENTAL LTDA,INTERVIR ABA,RUA PERMÍNIO DE SOUZA ,,Nº685,CIRURGIA,ARACAJU,SE,79999082639,"interviraba@hotmail.com, interviraba@hotmail.com",-10.925493,-37.051633,"RUA PERMÍNIO DE SOUZA , CIRURGIA, ARACAJU, SE, Brasil"
43380727000154,DENIS DA SILVA DINIZ,UNIVERSO HUMANO,AVENIDA HÉLIO DE SOUZA LEÃO ,,"383,SALA 827 JD.EUROPA MEDIC",JARDINS,ARACAJU,SE,7999992 2443,UNIVERSOHUMANO.PSICOLOGIA@GMAIL.COM,-10.943897,-37.067553,"AVENIDA HÉLIO DE SOUZA LEÃO , JARDINS, ARACAJU, SE, Brasil"
44940645568,SUZANA CRISTINA CORREIA SOARES,SUZANA CRISTINA CORREIA SOARES,AVENIDA GONÇALO ROLEMBERG LEITE - ATÉ 2063 - LADO ÍMPAR,,Nº 1813  UNICAT,LUZIA,ARACAJU,SE,7921064100,"suzanacristina3@hotmail.com, suzanacristina3@hotmail.com",-10.92751,-37.052885,"AVENIDA GONÇALO ROLEMBERG LEITE - ATÉ 2063 - LADO ÍMPAR, LUZIA, ARACAJU, SE, Brasil"
45594238000120,ATUACAO PSICOLOGIA LTDA,ATUACAO,AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA ,,"120, SALA 525 COND HORIZONTE JARDINS OF",JARDINS,ARACAJU,SE,7999831-4942,atuacaopsicologia@gmail.com,-10.935823,-37.05193,"AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA , JARDINS, ARACAJU, SE, Brasil"
45612179000176,COOPERVASC SE COOPERATIVA DOS CIRURGIOES  VASCULARES DE SERGIPE,COOPERVASC,AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA ,,220 SALA 213 CD GENTIL BARBOSA NEO OFFICE,JARDINS,ARACAJU,SE,7930243044,"centralcoopse@gmail.com, centralcoopse@gmail.com",-10.94162,-37.05972,"AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA , JARDINS, ARACAJU, SE, Brasil"
45928964000132,REDE ACOLHE LTDA,REDE ACOLHE,RUA MONSENHOR SILVEIRA ,,Nº 412,SÃO JOSÉ,ARACAJU,SE,79991481634,"faturamentoredeacolhe@gmail.com, faturamentoredeacolhe@gmail.com",-10.92375,-37.04713,"RUA MONSENHOR SILVEIRA , SÃO JOSÉ, ARACAJU, SE, Brasil"
46196669000100,ANA P DOS SANTOS CONSULTORIO ESTIMULAR INFANTIL LTDA,CONSULTORIO ESTIMULAR INFANTIL,RUA AMÉRICO CURVELO - ATÉ 539/540,,99,SALGADO FILHO,ARACAJU,SE,79.0,clinicaestimularse@gmail.com,-10.929081,-37.056793,"RUA AMÉRICO CURVELO - ATÉ 539/540, SALGADO FILHO, ARACAJU, SE, Brasil"
46540299000178,NAYARA FEITOSA SERVIÇOS EM FISIOTERAPIA LTDA,NAYARA FEITOSA SERVICOS EM FISIOTERAPIA,AVENIDA HÉLIO DE SOUZA LEÃO ,,"383,SALA 827 JD.EUROPA MEDIC",JARDINS,ARACAJU,SE,7999847-0312,FISIONAYARAFEITOSA@HOTMAIL.COM,-10.943897,-37.067553,"AVENIDA HÉLIO DE SOUZA LEÃO , JARDINS, ARACAJU, SE, Brasil"
46628851000184,CLINICA MEDICA SANTA CECILIA LTDA,CLINICA MEDICA SANTA CECILIA,RUA SERGIPE ,,Nº 1114,SIQUEIRA CAMPOS,ARACAJU,SE,"799 88003193, 7930854655","clinicasantacecilia.se@gmail.com, clinicasantacecilia.se@gmail.com",-10.920862,-37.072862,"RUA SERGIPE , SIQUEIRA CAMPOS, ARACAJU, SE, Brasil"
47138022000186,ANA CECILIA GOIS FRANCO OFTALMOLOGIA INTEGRATIVA,ANA CECILIA GOIS FRANCO OFTALMOLOGIA INTEGRATIVA,AVENIDA GONÇALO PRADO ROLEMBERG ,,"211, SALA 709",SÃO JOSÉ,ARACAJU,SE,7991429626,CONSULTORIA.ANACECILIA@GMAIL.COM,-10.92751,-37.052885,"AVENIDA GONÇALO PRADO ROLEMBERG , SÃO JOSÉ, ARACAJU, SE, Brasil"
47889030000164,ER.ENDOCRINOLOGIA E SAUDE ESPECIALIZADA LTDA,ER.ENDOCRINOLOGIA E SAUDE ESPECIALIZADA,AVENIDA JORGE AMADO ,,"1565, SALA 04 06 ",JARDINS,ARACAJU,SE,79991002025,"eserlea@uol.com.br, ESERLEA@UOL.COM.BR",-10.942056,-37.053186,"AVENIDA JORGE AMADO , JARDINS, ARACAJU, SE, Brasil"
47930226000155,NUCLEO DE ESPECIALIDADES INTEGRADAS S/A,NUCLEO DE ESPECIALIDADES INTEGRADAS,AVENIDA MARIO JORGE MENEZES VIEIRA ,,SALA 505,COROA DO MEIO,ARACAJU,SE,"793512-2520, 7930238363","interagircursosmma@gmail.com, interagircursosmma@gmail.com",-10.960563,-37.042097,"AVENIDA MARIO JORGE MENEZES VIEIRA , COROA DO MEIO, ARACAJU, SE, Brasil"
47995695000152,JC ESPECIALIDADES INTEGRADAS LTDA,ANIMUS VITA,AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA ,,"SALA 1202, COND HORIZONTE JARDINS OFFICES & HOTEL",JARDINS,ARACAJU,SE,79999411244,josy201188@hotmail.com,-10.94299,-37.059455,"AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA , JARDINS, ARACAJU, SE, Brasil"
48135709000120,INSTITUTO LYRA TERAPIA E DESENVOLVIMENTO HUMANO LTDA,INSTITUTO LYRA,RUA ZAQUEU BRANDÃO ,,Nº 134,SÃO JOSÉ,ARACAJU,SE,"7933020413, 79981297246","institutolyra.se@hotmail.com, institutolyra.se@hotmail.com",-10.922769,-37.056057,"RUA ZAQUEU BRANDÃO , SÃO JOSÉ, ARACAJU, SE, Brasil"
49846712000115,CLINICA VERSUS LTDA,CLINICA VERSUS,AVENIDA MARIO JORGE MENEZES VIEIRA ,,"SALA 307, COLUNA 07, CENTRO MÉDICO JOUBERTO UCHOA",COROA DO MEIO,ARACAJU,SE,79999421012,curtvieiranegocios@gmail.com,-10.960563,-37.042097,"AVENIDA MARIO JORGE MENEZES VIEIRA , COROA DO MEIO, ARACAJU, SE, Brasil"
50026253000102,ESPACO VIVER CENTRO DE NEURODESENVOLVIMENTO LTDA,ESPACO VIVER CENTRO DE NEURODESENVOLVIMENTO LTDA,R MANOEL RAMALHO FEITOSA,,Nº 281,CENTRO,NOSSA SENHORA DA GLÓRIA,SE,79999112201,espacoviverneuro@gmail.com,-10.215765,-37.394645,"R MANOEL RAMALHO FEITOSA, CENTRO, NOSSA SENHORA DA GLÓRIA, SE, Brasil"
50117911000171,JULIANA LIMA DE OLIVEIRA,ACOLHER INTERVENCAO TERAPEUTICA,RUA MANOEL DOMINGOS PEREIRA - LADO ÍMPAR,,"Nº 499, SALA 01",ANÍZIO AMANCIO DE OLIVEIRA,ITABAIANA,SE,"79999236311, 79996263137","adm.acolheraba@gmail.com, adm.acolheraba@gmail.com",-10.708777,-37.424909,"RUA MANOEL DOMINGOS PEREIRA - LADO ÍMPAR, ANÍZIO AMANCIO DE OLIVEIRA, ITABAIANA, SE, Brasil"
50796027000100,AG DIVERTIDAMENTE LTDA,DIVERTIDAMENTE ESPACO TERAPEUTICO  ,"RUA FRANCISCO BARBOSA DE SOUZA, 356",,,NOVA ESPERANÇA ,NOSSA SENHORA DA GLÓRIA,SE,79999555274,annikareen.gomes@gmail.com,-10.20795165,-37.43036528,"RUA FRANCISCO BARBOSA DE SOUZA, 356, NOVA ESPERANÇA , NOSSA SENHORA DA GLÓRIA, SE, Brasil"
51392672000120,BETHANIA MOTA CLINICA DERMATOLOGICA LTDA,BETHANIA MOTA CLINICA DERMATOLOGICA,AVENIDA HÉLIO DE SOUZA LEÃO ,,"383,SALA 830 JD.EUROPA MEDICAL",JARDINS,ARACAJU,SE,799 8841-5678,BETHANIA.MOTA@HOTMAIL.COM,-10.97194,-37.057153,"AVENIDA HÉLIO DE SOUZA LEÃO , JARDINS, ARACAJU, SE, Brasil"
51651575000105,GOMES E FELIX SERVIÇOS MEDICOS LTDA,REY CENTRO DE SAUDE DR.TECH,AVENIDA MARIO JORGE MENEZES VIEIRA ,,"3074, CASA A",COROA DO MEIO,ARACAJU,SE,799 96100057,"renatogp1971@gmail.com, RENATOGP1971@GMAIL.COM",-10.967306,-37.041268,"AVENIDA MARIO JORGE MENEZES VIEIRA , COROA DO MEIO, ARACAJU, SE, Brasil"
52935651000177,CETEA NORDESTE,CETEA NORDESTE,RUA GUILHERMINO REZENDE ,,61,SÃO JOSÉ,ARACAJU,SE,79998108261,"josiane_lamar@hotmail.com, josiane_lamar@hotmail.com",-10.92383,-37.05199,"RUA GUILHERMINO REZENDE , SÃO JOSÉ, ARACAJU, SE, Brasil"
53075497000173,INSTITUTO MIGUEL MENEZES MOTIVAR ESPAÇO TERAPEUTICO LTDA,MOTIVAR ESPAÇO TERAPEUTICO,"AV. EMILIO FONTES SILVA, 970",,,LAUDELINO FREIRE,LAGARTO,SE,79998491575,motivarespacoterapeutico.se@gmail.com,-10.91403,-37.673514,"AV. EMILIO FONTES SILVA, 970, LAUDELINO FREIRE, LAGARTO, SE, Brasil"
53179366591,ROSINEIDE BARBOSA DA SILVA,ROSINEIDE BARBOSA DA SILVA,PRAÇA,,,CENTRO,ITABAIANA,SE,"7934318304, 79999966467","rosibsneide@hotmail.com, rosibsneide@hotmail.com",-10.6858763,-37.4247007,"PRAÇA, CENTRO, ITABAIANA, SE, Brasil"
53212169591,LUIS EDUARDO PRADO CORREIA,LUIS EDUARDO PRADO CORREIA,AVENIDA MINISTRO GERALDO BARRETO SOBRAL - LADO ÍMPAR,,"CENTRO MEDICO JARDINS, 2131 SALA 713",JARDINS,ARACAJU,SE,79999111920,"cliseaju.se@outlook.com, cliseaju.se@outlook.com",,,"AVENIDA MINISTRO GERALDO BARRETO SOBRAL - LADO ÍMPAR, JARDINS, ARACAJU, SE, Brasil"
53216710000110,CETEA AGRESTE LTDA,CETEA AGRESTE,RUA MANOEL DOMINGOS PEREIRA - LADO ÍMPAR,,"RUA MANOEL DOMINGOS PEREIRA, 386",ANÍZIO AMANCIO DE OLIVEIRA,ITABAIANA,SE,"79996551912, 79999808787","coordenacao@redecetea.com.br, coordenacao@redecetea.com.br",-15.79433131,-47.88254722,"RUA MANOEL DOMINGOS PEREIRA - LADO ÍMPAR, ANÍZIO AMANCIO DE OLIVEIRA, ITABAIANA, SE, Brasil"
53232020500,TERESA DE FATIMA DA SILVA,TERESA DE FATIMA DA SILVA,PÇ GETÚLIO VARGAS ,,88,SÃO JOSÉ,ARACAJU,SE,"79996120031, 7930229200","teresafatima1@hotmail.com, teresafatima1@hotmail.com",-10.92332,-37.04506,"PÇ GETÚLIO VARGAS , SÃO JOSÉ, ARACAJU, SE, Brasil"
53383001504,SOLANGE MARIA DOS SANTOS,SOLANGE MARIA DOS SANTOS,R FR PAULO - DE 265/266 AO FIM,,331 SALA 07 CLINICA SANTA HELENA ANEXO III,SUÍSSA,ARACAJU,SE,"7932161323, 7932162728, 7930440120","solmarsat@yahoo.com.br, solmarsat@yahoo.com.br",,,"R FR PAULO - DE 265/266 AO FIM, SUÍSSA, ARACAJU, SE, Brasil"
55200506000136,CETEA CENTRO SUL LTDA,CETEA CENTRO SUL,"TV SANTA INES, 42",,42,LAUDELINO FREIRE,LAGARTO,SE,79988025542,"administrativo@ceteacentrosul.com.br, DIRETORIA@AIRTONANDRADE.ADV.BR",-10.9169,-37.6651,"TV SANTA INES, 42, LAUDELINO FREIRE, LAGARTO, SE, Brasil"
55694535553,REUTHEMANN ESEQUIAS TEIXEIRA TENORIO ALBUQUERQUE MADRUGA,REUTHEMANN ESEQUIAS TEIXEIRA TENORIO ALBUQUERQUE MADRUGA,R ANANIAS AZEVEDO - DE 1/2 AO FIM,,505,S FILHO,ARACAJU,SE,"07940098600, 07932465756","ceotse@gmail.com, ceotse@gmail.com",-10.93145,-37.05555,"R ANANIAS AZEVEDO - DE 1/2 AO FIM, S FILHO, ARACAJU, SE, Brasil"
55731856591,CARLOS HENRIQUE GARCIA CRUZ,CARLOS HENRIQUE GARCIA CRUZ,AVENIDA MINISTRO GERALDO BARRETO SOBRAL - LADO ÍMPAR,,NR 2131 SALA 1008,JARDINS,ARACAJU,SE,"79998082530, 79 3024-3119","carloshenriquegarciacruz@gmail.com, carloshenriquegarciacruz@gmail.com",-10.9494,-37.0644,"AVENIDA MINISTRO GERALDO BARRETO SOBRAL - LADO ÍMPAR, JARDINS, ARACAJU, SE, Brasil"
57544930530,SERGIO CAVALCANTI MENEZES DE MELO,SERGIO CAVALCANTI MENEZES DE MELO,PRAÇA DA BANDEIRA - DE 2 A 136 - LADO PAR,,N 08,SÃO JOSÉ,ARACAJU,SE,7921064100,"reginacouto@ymail.com, drsergiocavalcanti@yahoo.com.br",-10.9182622,-37.0510821,"PRAÇA DA BANDEIRA - DE 2 A 136 - LADO PAR, SÃO JOSÉ, ARACAJU, SE, Brasil"
58719903553,ANDRE LUIZ VIEIRA CRUZ,ANDRE LUIZ VIEIRA CRUZ,AV,,2131 SALAS 206 E 207,JARDINS,ARACAJU,SE,"07930418722, 07930411545",vieira.cruz2011@bol.com.br,-10.950386,-37.065886,"AV, JARDINS, ARACAJU, SE, Brasil"
58722542000158,DS PSICOLOGIA LTDA,DS PSICOLOGIA LTDA,AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA ,,"220, SALA 507CD GENTIL BARBOS",JARDINS,ARACAJU,SE,7981086628,"danusa@cosil.com.br, DANUSA@COSIL.COM.BR",-10.90483,-37.088886,"AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA , JARDINS, ARACAJU, SE, Brasil"
58843620568,SALVYANA CARLA PALMEIRA SARMENTO,SALVYANA CARLA PALMEIRA SARMENTO,RUA RAIMUNDO FONSECA,,N 145,TREZE DE JULHO,ARACAJU,SE,7932115191.0,,-10.933004,-37.056553,"RUA RAIMUNDO FONSECA, TREZE DE JULHO, ARACAJU, SE, Brasil"
59650366000582,DIAVERUM ASSISTENCIA MEDICA E NEFROLOGIA LTDA,DIAVERUM ASSISTENCIA MEDICA E NEFROLOGIA LTDA,RUA LAGARTO - DE 1357/1358 A 2111/2112,,NR 1784,SÃO JOSÉ,ARACAJU,SE,7940099800,eduardo.fernandes@diaverum.com,-10.91157,-37.05976,"RUA LAGARTO - DE 1357/1358 A 2111/2112, SÃO JOSÉ, ARACAJU, SE, Brasil"
60139013504,LUCIANA HORA GOIS,LUCIANA HORA GOIS,RUA,,CLINICA INTEGRADA HOMO,SÃO JOSÉ,ARACAJU,SE,"79996811800, 7921067100","luciana.hora@gmail.com, maria_felizola@hotmail.com",-10.9253147,-37.0541236,"RUA, SÃO JOSÉ, ARACAJU, SE, Brasil"
60936630515,ALEXANDRE VIEIRA DA ROCHA,ALEXANDRE VIEIRA DA ROCHA,R ANANIAS AZEVEDO - DE 1/2 AO FIM,,505,S FILHO,ARACAJU,SE,"07940098600, 07932465756","ceotse@gmail.com, ceotse@gmail.com",-10.93145,-37.05555,"R ANANIAS AZEVEDO - DE 1/2 AO FIM, S FILHO, ARACAJU, SE, Brasil"
60955775515,MAURICIO BARRETO DE CASTRO,MAURICIO BARRETO DE CASTRO,R,,N 505,T JULHO,ARACAJU,SE,"79988370645, 07940098600","mb.castro@uol.com.br, mb.castro@uol.com.br",-10.9313632,-37.0567332,"R, T JULHO, ARACAJU, SE, Brasil"
61019410515,MADELEINE RAMOS DOS SANTOS,MADELEINE RAMOS DOS SANTOS,AV GONÇALO R LEITE - ATÉ 1960 - LADO PAR,,Nº 1490 - HOSPITAL RENASCENÇA,SUÍSSA,ARACAJU,SE,79999961858.0,"dramadeleine@gmail.com, dramadeleineramos@gmail.com",,,"AV GONÇALO R LEITE - ATÉ 1960 - LADO PAR, SUÍSSA, ARACAJU, SE, Brasil"
62883291772,JONAS RYTHOLZ,JONAS RYTHOLZ,AVENIDA MINISTRO GERALDO BARRETO SOBRAL - LADO ÍMPAR,,NR 2277,JARDINS,ARACAJU,SE,7921052600,jonas@saude.gov.br,-10.94535,-37.06251,"AVENIDA MINISTRO GERALDO BARRETO SOBRAL - LADO ÍMPAR, JARDINS, ARACAJU, SE, Brasil"
66229235587,FABIO MARCONDE PEREIRA DE SOUZA,FABIO MARCONDE PEREIRA DE SOUZA,RUA FENELON SANTOS - ATÉ 709/710,,55,SALGADO FILHO,ARACAJU,SE,79991821153,"fmarconde@yahoo.com.br, fmarconde@yahoo.com.br",-10.932217,-37.054644,"RUA FENELON SANTOS - ATÉ 709/710, SALGADO FILHO, ARACAJU, SE, Brasil"
67389007834,ANTONIO FERNANDO VIEIRA DE SOUZA,ANTONIO FERNANDO VIEIRA DE SOUZA,R,,82,S JOSE,ARACAJU,SE,7932115776,antoniofvsouza@hotmail.com,-10.9179180509262,-37.0564800914017,"R, S JOSE, ARACAJU, SE, Brasil"
67624723549,BRUNO CAMPELO LEAL,BRUNO CAMPELO LEAL,RUA ITABAIANA - DE 496/497 AO FIM,,758,SÃO JOSÉ,ARACAJU,SE,7932130381,"b_campelo@yahoo.com.br, sotrabalho2016@hotmail.com",-10.921182969359,-37.0507711570778,"RUA ITABAIANA - DE 496/497 AO FIM, SÃO JOSÉ, ARACAJU, SE, Brasil"
69503885515,ALESSANDRA SANTOS MAIA,ALESSANDRA SANTOS MAIA,RUA ZAQUEU BRANDÃO ,,NR 82 CLINICA PIO XII,SÃO JOSÉ,ARACAJU,SE,"7998733674, 7988457752",,-10.9194878,-37.056226,"RUA ZAQUEU BRANDÃO , SÃO JOSÉ, ARACAJU, SE, Brasil"
72010126572,DEISE GUIMARAES DUARTE,DEISE GUIMARAES DUARTE,AV JORGE AMADO,, NR 980 CLINICA SAN GERMAIN,JARDINS,ARACAJU,SE,7932311906,"rlrsantos@ig.com.br, rlrsantos@ig.com.br",,,"AV JORGE AMADO, JARDINS, ARACAJU, SE, Brasil"
72177985587,CARLOS MAGNO DA SILVA MATEUS,CARLOS MAGNO DA SILVA MATEUS,AV BR DE MARUIM - LADO PAR,, 570 CLIMEDI,CENTRO,ARACAJU,SE,7921079800,"shirley.2804@live.com, josemagno624@gmail.com",,,"AV BR DE MARUIM - LADO PAR, CENTRO, ARACAJU, SE, Brasil"
78410541572,PATRICIA GIOVANA ALVA CRUZ,PATRICIA GIOVANA ALVA CRUZ,AV,,73 SALAS 202/203,JARDINS,ARACAJU,SE,"7930418722, 7998170893","patriciaalva@bol.com.br, patriciaalva@bol.com.br",-10.9497379874156,-37.0650932690949,"AV, JARDINS, ARACAJU, SE, Brasil"
79050468500,GILBERTO RAMALHO FRANCO JUNIOR,GILBERTO RAMALHO FRANCO JUNIOR,RUA ÁLVARO DE BRITO - ATÉ 699/700,,"48,SALA 01",TREZE DE JULHO,ARACAJU,SE,79981512918,"gilbertofrancojr@gmail.com, gilbertofrancojr@gmail.com",-10.93023,-37.05005,"RUA ÁLVARO DE BRITO - ATÉ 699/700, TREZE DE JULHO, ARACAJU, SE, Brasil"
79517242549,KAROLLINE CARVALHO MACEDO NERES,KAROLLINE CARVALHO MACEDO NERES,RUA CAMPOS ,,609 - SALA 04,SÃO JOSÉ,ARACAJU,SE,"7932114001, 7999933463","karolpsimacedo@gmail.com, karolpsimacedo@gmail.com",-10.9221014,-37.0507268,"RUA CAMPOS , SÃO JOSÉ, ARACAJU, SE, Brasil"
86796695000185,OTORRINO ODONTO CLINICA LTDA,OTORRINO ODONTO CLINICA,AVENIDA ANÍZIO AZEVEDO - DE 1 AO FIM - LADO ÍMPAR,,359,SALGADO FILHO,ARACAJU,SE,7932462134,"mmcunha@infonet.com.br, mmcunha@infonet.com.br",-10.9281802,-37.0526266,"AVENIDA ANÍZIO AZEVEDO - DE 1 AO FIM - LADO ÍMPAR, SALGADO FILHO, ARACAJU, SE, Brasil"
89979192534,THIAGO DE MENDONCA LOPES,THIAGO DE MENDONCA LOPES,R,,,S JOSE,ARACAJU,SE,7921071411,,-10.9258539984641,-37.0516087312828,"R, S JOSE, ARACAJU, SE, Brasil"
93629184553,WESLLEY SANTIAGO ANDRADE,WESLLEY SANTIAGO ANDRADE,R ARAUÁ - ATÉ 501/502,,2,CENTRO,ARACAJU,SE,"7932119007, 7932161840, 7932117317, 7932119540",wesleymed@hotmail.com,-10.91818,-37.05289,"R ARAUÁ - ATÉ 501/502, CENTRO, ARACAJU, SE, Brasil"
94108692500,ANDREZA ANDRADE FRANCO,ANDREZA ANDRADE FRANCO,RUA ÁLVARO DE BRITO - ATÉ 699/700,,"48,SALA 01",TREZE DE JULHO,ARACAJU,SE,79981512918,"anddreza@hotmail.com, anddreza@hotmail.com",-10.93023,-37.05005,"RUA ÁLVARO DE BRITO - ATÉ 699/700, TREZE DE JULHO, ARACAJU, SE, Brasil"
96257156572,JOSEFA ELIANE SANTOS OLIVEIRA,JOSEFA ELIANE SANTOS OLIVEIRA,AV,,FISIOCLINICA,13 DE JULHO,ARACAJU,SE,"7999725355, 7932147117, 7932461300",,-10.931223,-37.0526637,"AV, 13 DE JULHO, ARACAJU, SE, Brasil"
96373776549,IARA MARIA MOTA CARNAUBA,IARA MARIA MOTA CARNAUBA,AVENIDA JORGE AMADO ,,"1565,SALA 0406",JARDINS,ARACAJU,SE,7988215770,"iaracarnauba@gmail.com, iaracarnauba@gmail.com",-10.943693,-37.048178,"AVENIDA JORGE AMADO , JARDINS, ARACAJU, SE, Brasil"
97413462000172,CLIMAGEM CLINICA DE IMAGEM LTDA,CLIMAGEM I,R LAGARTO - DE 1357/1358 A 2111/2112,,1409,S JOSÉ,ARACAJU,SE,7932141899,climagem@hotmail.com,-10.92171,-37.05416,"R LAGARTO - DE 1357/1358 A 2111/2112, S JOSÉ, ARACAJU, SE, Brasil"
99385589504,JULIANE MIRANDA BATISTA SANTOS,JULIANE MIRANDA BATISTA SANTOS,AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA ,,220 - SALA 1120,JARDINS,ARACAJU,SE,79998812675,"juli-miranda@hotmail.com, juli-miranda@hotmail.com",-10.9364,-37.05485,"AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA , JARDINS, ARACAJU, SE, Brasil"
16799291,THEREZINHA DE JESUS MOTTA FIGUEIRA,THEREZINHA DE JESUS MOTTA FIGUEIRA,R BARATA RIBEIRO,,"380, 2°ANDAR,CJ. 25",B VISTA,SÃO PAULO,SP,1132558424,"motta.therezinha@gmail.com                    , motta.therezinha@gmail.com",-15.7933259,-47.88255723,"R BARATA RIBEIRO, B VISTA, SÃO PAULO, SP, Brasil"
34238000138,VITACORDIS - INSTITUTO DE MÉTODOS DE DIAGNOSTICOS EM MEDICINA SOCIEDAD,VITACORDIS INST. DE METODOS DE DIAG EM MED.,RUA,,CONJ. 64,ENCRUZILHADA,SANTOS,SP,1332227874,vitacordis@uol.com.br,-23.953228,-46.329576,"RUA, ENCRUZILHADA, SANTOS, SP, Brasil"
34366000181,CENTRO DE TERAPIA E DIAGNOSTICO LTDA,CENTRO DE TERAPIA E DIAGNOSTICO LTDA,R,,238,VILA BELMIRO,SANTOS,SP,"01332334400, 1332334677","centerlaser@centerlaser.com.br, secretaria@luizformentin.com.br",-23.9521871275236,-46.330513470578,"R, VILA BELMIRO, SANTOS, SP, Brasil"
86734000135,GOOF - GRUPO DE OTORRINOLARINGOLOGIA E OFTALMOLOGIA,GOOF-G. DE OTORRINO-OFTALMO S/C LTDA,AV,,"1931, ( ANT. 1544 ), CONJUNTO 112",PINHEIROS,SAO PAULO,SP,"1130320441, 1138150664, 1130310064, 1130310064","luisimperatriz@ig.com.br, goofgrupo@gmail.com",-23.5745485,-46.6882971,"AV, PINHEIROS, SAO PAULO, SP, Brasil"
193866000166,CLINICA DE ENDOCRINOLOGIA PROF. DR. FADLO FRAIGE FILHO S/S,CLINICA DE ENDOCRINOLOGIA PROF. DR. FADLO FRAIGE FILHO S/S,"RUA CINCINATO BRAGA, 59, OTÁVIO DANTAS MORAIS",,Nº 59 - 5º ANDAR - SALA F2,BELA VISTA,SÃO PAULO,SP,"1132665340, 1150109370, 1132835589, 1132880054, 1132891140","coordenacaofff@gmail.com, cooedenacaofff@gmail.com",-23.56379,-46.64357,"RUA CINCINATO BRAGA, 59, OTÁVIO DANTAS MORAIS, BELA VISTA, SÃO PAULO, SP, Brasil"
211000000130,INSTITUTO DE MEDICINA NUCLEAR DE RIBEIRAO PRETO LTDA,DIMEN,AVENIDA INDEPENDÊNCIA - DE 1201 A 2159 - LADO ÍMPAR,,2125,JARDIM SUMARÉ,RIBEIRÃO PRETO,SP,1636238281,"cristina.fonseca@dimen.com.br, faturamento@dimen.com.br",-21.194646,-47.8124053,"AVENIDA INDEPENDÊNCIA - DE 1201 A 2159 - LADO ÍMPAR, JARDIM SUMARÉ, RIBEIRÃO PRETO, SP, Brasil"
216955000180,DIAGNOSTICO CARDIOLOGICO LTDA,DIAGNOSTICO CARDIOLOGICO S/C LTDA,R,,"780, 7  ANDAR, SALA 74",CENTRO,CAMPINAS,SP,"01932322616, 01932322616","diagcor1@gmail.com, diagcor1@gmail.com",-22.9082425,-47.0539027,"R, CENTRO, CAMPINAS, SP, Brasil"
338763000490,PLENA SAUDE S.A,PLENA SAUDE LTDA,RUA PADRE AQUILES SILVESTRE (JD STO ANTONIO),,,REGIÃO CENTRAL,CAIEIRAS,SP,114445-9080,"ASSISTENTE.JURIDICO@PLENASAUDE.COM.BR, ASSISTENTE.JURIDICO@PLENASAUDE.COM.BR",-23.363646,-46.74738,"RUA PADRE AQUILES SILVESTRE (JD STO ANTONIO), REGIÃO CENTRAL, CAIEIRAS, SP, Brasil"
338763000813,PLENA SAUDE S.A,DR PREVINA,AVENIDA SALGADO FILHO ,,CENTRO  NR. 517,CENTRO,GUARULHOS,SP,114445-9080,NFE@PLENASAUDE.COM.BR,-23.449614,-46.536595,"AVENIDA SALGADO FILHO , CENTRO, GUARULHOS, SP, Brasil"
341986000163,CLINICA DE REABILITACAO E FISIOTERAPIA FISIO VITAE LTDA,CLINICA DE REABILITACAO E FIS. FISIO VITAE,RUA,,N° 101,CENTRO,POÁ,SP,114636-1248,clinicafisiovitae@hotmail.com,-23.52439,-46.3450395,"RUA, CENTRO, POÁ, SP, Brasil"
